Response ID,Date submitted,Last page,Start language,Seed,Date started,Date last action,Gender,Age,Consent,Basket,Cheese,Cloud,Liquid,Nail,Cat,Dog ,Horse,Domestic,Hood,Routine,Symbol,Corridor,Peace,Ladder,Elephant,Dizzy,Poison,Hay,Mathematics,Giraffe,Squirrel,Echo,Bean,Lilac,Mouse,Tiger,Yellow,Orange,Black,Red,Grey,Blue,Brown,White,Beige,Green,Pink,Violet,Turquoise,Interest,Amusement,Pride,Joy,Contentment,Admiration,Love,Relief,Compassion,Purple,Pleasure,Sadness,Guilt,Regret,Shame,Disappointment,Maroon ,Fear,Disgust,Contempt,Hate,Anger,Profession,Native_language,Fluency,Fluency_other,Country_origin,Country_residence
23,2019-10-30 16:50:28,65,fr,,2019-10-30 16:33:53,2019-10-30 16:50:28,Female,18,Yes,pic-nic bois basket,lait goût France,gris confortable haut,vaisselle bleu solide,vernis mal main,mignon animal majestueux,animal gentil fidèle,animal équitation gentil,animal femme de ménage époque,pull veste confort,quotidien confortable couple,religion cours bouteille,long étroit stressant,colombe blanc guerre,grand haut marche,grand sage Mattia,rigolo attachant maladroit,toxique boire empoisonner,cheval herbe ferme,dégoût haine peur,animal grand jaune,animal Cloé chou,film bruit répétition,Jack vert légume,violet fleur couleur,animal petit mignon,animal rayure orange,bonheur poussin couleur,orange halloween citrouille,couleur triste beau,sang violence amour,couleur intermédiaire neutre,couleur ciel aquarium,arbre m&ms couleur,pureté couleur simple,couleur caramel bois,Mattia couleur herbe,amour Mattia rouge,couleur vieux grand-mère,couleur bleu vert,économie profiter sévérité,jaune sourire enfant,arrogance homme sourire,bonheur momentané jaune,frustration bonheur simplicité,grand utopie idées,Mattia bonheur stabilité,expiration bonheur peur,important Bouddhisme sourire,féminisme quatorze juin,sexualité bonheur liberté,émotion pleurer larme,erreur regret enfance,déception passé tristesse,vert regret passé,tristess frustration chaussette,miam automne confort,bleu araignée perdre,vert vomi nourriture,dégoût supériorité infériorité,colère amour puissant,haine momentané changement,étudiante,français,8 (Fluent),,Suisse,Suisse
24,2019-10-30 17:04:15,65,fr,,2019-10-30 16:36:09,2019-10-30 17:04:15,Female,18,Yes,course - osier - shopping en ligne,odeur - pain - bon,girs - mauvais temps - pluie,eau - démaquillant - argent,manicure - sale - couper,mignon - doux - dormir,aboiement - animal de compagnie - peur,purin - équitation - balade,animal - histoire - riche,sweat-shirt - dealer - protection pour la pluie,ennuyeux - habitude - languir,significatif - pays - littérature,film dhorreur - noir - porte,calme - blanc - colombe,monter - jeu - note,gros - lourd - chou,oublier - pensif - embarras,toxique - fiole - tabac,vache - ferme - champ,Difficile - calculs - travail,afrique - cou - doudou,doux - forêt - parc,montagene - cri - bruit,vert - légume - pas bon,fleur - prénom - printemps,animal - gris - ordinateur,beau - dangereux - animal favori,joie - soleil - oeuf,fruit - couleur - travaux,tristesse - esprit - dépression,amour - coeur - sang,tristesse - pluie - déprime,ciel - calme - eau,café - caca - chocolat,neutre - paix - neige,habits - classe - bois,pomme - nature - couleur,fleur - amour - odeur,poulpe - maquillage - encre,mur - eau - paradisiaque,éveil - économie - profiter,joie - rire - bonheur,content - inaccessible - jaune,bonheur - vie - jaune,sex - bonheur - satisfaction,star - fierté - étoile,rouge - coeur -bonheur,content -déstressé - joie,amitié - psychologie - empathie,sorcière - drogue - lilas,satisfaction - désir - bonheur,noir - pleurs - coeur brisé,noir - regret - se sentir mal,tristesse - gris - mauvaise action,rire - mal-être - triste,triste - gris - confiance,automne - feuille - ours,boule au ventre - noir - mauvais,vomi - nausée - vert foncé,dégoût - déception - méchant,noir - colère - personne,noir - émotion - blessure,Etudient,français,8 (Fluent),,Suisse,Suisse
25,2019-10-30 17:12:47,65,fr,,2019-10-30 16:45:10,2019-10-30 17:12:47,Female,21,Yes,"osier, Pâques, chocolat","lait, chèvre, blanc","ciel, blanc, avion","eau, solution, chimie","rongé, manucure, femme","mignon, griffe, maison","futur, boxer, bonheur","sport, loisir, passion","animal, maison, gentil","voleur, noir, homme","mauvais, quotidien, rassurant","mathématiques, linguistique, abstrait","maison, penderie, long","tranquilité, amour, guerre","arbres, tests, grand-parents","grand, gris, Afrique","tomber, maladroit, malaise","mort, danger, vert","animal, herbe, allergie","difficulté, école, dégoût","long, jaune, brun","forêt, chalet, noisettes","nature, cris, enfance","légume, jardin, cuisiner","fleur, couleur, mignon","petit, animal, piège","rayé, féroce, jungle","soleil, chaud, infidélité","fruit, jus, soleil","colère, cire, chaussures","énervement, tomate, cerise","souris, éléphant, nuage","eau, larmes, tristesse","ours, bois, chocolat","neige, feuille, banquise","chaussures, fade, bois","nature, yeux, arbre","femme, fleur, amour","coloré, femme, vêtements","Caraïbes, habîts, joli","goûts, apprécier, équitation,","jouer, rires, enfants","accomplissement, diplôme, grand","rires, sourires, bien-être","bien-être, apaisement, joyeux","regard, important, imiter","romantisme, querelles, bien-être","enfin, heureux, fin","qualité, médecin, bien","soeur, vêtements, joli","jouer, couple, loisir","pleurs, bleu, dépression","infidélité, tristesse, préoccupé","actes, pleurs, mal-être","sentiment, rougir, cacher","tristesse, ami, pleurs","châtaigne, chasse, brun","enfants, rassurer, pleurs","tomate, saleté, grimace","colère, personne, mauvais","colère, querelles, grimace","enfants, noir, cris",étudiante en psychologie,français,8 (Fluent),,Suisse,Suisse
26,2019-10-30 17:32:02,65,fr,,2019-10-30 17:14:27,2019-10-30 17:32:02,Female,20,Yes,achat osier pique-nique,jaune bleu odeur,gris blanc ciel,eau solide sirop,vernis casser lime,souris mignon ronronnement,animal ami chat,foin grange équitation,animal ménage maison,cacher veste pluie,maquillage manger dormir,religion drapeau logo,sombre étroit porte,amour tranquillité calme,malheur monter riechter,large animal trompe,oubli devoirs sieste,mortel pomme cyanure,grange cheval cochon dinde,cahier école physique,cou taches savane,touffu noisette arbre,musique grotte neige,vert légume broccoli,violet odeur fleur,gris rat chat,orange noir dents,soleil miel abeille,couleur agrume acide,sombre nuit chat,cahier colère pomme,souris éléphant nuage,ciel eau fromage,cheval cheveux ours,paix pureté colombe,pelage chameau laine,arbre herbe souris,fleur odeur amour,grenade couleur rouge,eaux tropiques vacances,attention volonté passion,rire jeu amis,ego fermé froid,sourire bonheur printemps,satisfaction joie paix,amour passion intouchable,joie rouge passion,toilettes harmonie libération,amour empathie compréhension,lavande couleur rose,joie bonheur sourire,seul larmes déception,honte gêne cacher,tristesse envie manque,vert gêne cacher,triste trahison mensonge,chocolat noisette arbre,bleu angoisse anxiété,nourriture trahison mensonge,dégoût incompréhension méchanceté,déception trahison mensonge,haine frustration rouge,étudiante,français,8 (Fluent),,Suisse,Suisse
27,2019-10-30 17:44:40,65,fr,,2019-10-30 17:21:19,2019-10-30 17:44:40,Female,20,Yes,"campagne, fraise, tressé","bon, tome, camembert","pluie, ciel, orage","eau, transparent, solide","main, vernis, ronger","animal, chien, miauler","chat, animal , domestique","braun, animal, jument","animal, apprivoisé, dressé","sweat-shirt, racaille, casquette","même chose, répétition, redondance","signe, drapeau, croix","maison, corridor, sombre","religion, accord, guerre","mathématique, tomber, bois","trompe, grand, gris","dans la lune, dans son monde, maladroit","truite, saumon, requin","herbe, paille, jaune","branche, chiffre, nombre","coup, tâche,jaune","animal, noisette, queue","son, revenir, parler","vert, légume, rouge","violet, fleur, couleur","animal, rongeur, gris","animal, rayure, jungle","giraffe, citron, banane","pomme, poire, banane","couleur, sombre, obscure","amour, passion, feu","souris, couleur, éléphant","dauphin, couleur, baleine","couleur, terre, cheval","ouate, noir, neige","ocre, couleur, veste","couleur, bleu, herbe","fleur, couleur, rouge","rouge, violet, couleur","couleur, bleu, beau","argent, banque, impôts","sympathique, fun, drôle","joie, heureux, respect","bonheur, bien-être, plaisir","suffisant, assez, heureux","joli, respect, valeur","bonheur, aimer, beau","rassurer, réconforter, ouf","pitié, partage, émotion","couleur, rose, lavande","joie, bonheur, ami","malheureux, pleurer, mécontent","honte, gêne, coupable","remord, tristesse, honte","gêne, rougir, mal-être","attente, tristesse, malheur","couleur, châtaigne, brun","horreur, araignée, effroi","moche, sale, dégelasse","haine, aversion, ennemi","dégoût, aversion, mépris","haine, gueuler, punition",étudiant,français,8 (Fluent),,Suisse,Suisse
30,2019-10-30 18:06:16,65,fr,,2019-10-30 17:44:18,2019-10-30 18:06:16,Female,39,Yes,"oeufs, champêtre, seins","trous, bactéries, meule","forme, coton, léger","solide, forme, échappe","main, rond, protection","pupille, griffes, poils","docilité, calins, autonomie","calèche, équitation, riches","serviteur, maison, argenterie","rouge, large, manteau","ennui, habitude, diététique","enthousiasme, sexualité, créativité","sombre, long, reflet","blanc, drapeau, Moyen-Age","mesures, degrés, rationnalité","bleu, passif, force","tête en lair, secoué, oubli","pomme, flacon, jaune","blés, senteur, botte","formel, loi, géométrie","tâches, jaune, cou","douceur, queue, innocence","nyphe, rocher, vide","personnage, coline, herbes","Place, rue, parfum","expériences, queue, inoffensif","Bengale, sauvage, force","vivacité, or, vitalité","soleil, tropiques, foulard","élégance, voile, opacité","absolu, flamboyant, radical","pluie, nuage, neutralité","jazz, imaginaire, calme","ours, chaussures, femme","pureté, vide, angoisse","chaud, sable, plat","eau, calme, forêt","Edith Piaf, fleur, parfum","rideau, velours, château","orient, pierre, profondeur","curiosité, ouverture, argent","légèreté, taquinerie, passade","intransigeance, lumière, foi","emportement, vague, or","simplicité, nourriture, basique","infériorité, stimulation, erreur","absolu, beauté, tout","pleurs, nettoyage, liberté","sagesse, bouddhisme, christianisme","mystère, enchanteresse, femme","enthousiasme, sexualité, créativité","bleu, halo, douleur","Freud, poids, norme","nostalgie, rétrospectif, terne","terre, bas, pull","piqure, dépression, rupture","yeux, sucrerie, vermicelles","gris, flou, froid","ver, putréfaction, insecte","arrogance, froideur, roi","montagne, cataclysme, meurtre","ouragan, impérieux, dégats",chanteuse et traductrice,français,8 (Fluent),,Italie,Suisse
32,2019-10-30 18:35:33,65,fr,,2019-10-30 18:03:13,2019-10-30 18:35:33,N/A,21,Yes,"fruits, courses, chat","trous, odeur, pates","gris, temps, ciel","eau, argent, solide","vernis, mains, pieds","chien, mignon, doux","aboiement,dents, animal","foin, ecurie, sabots","chat, chien, animal","veste, sweatshirt, pluie","heure, pareil, jours","croix, paix, religion","manoir, sombre, étroit","amour, blanc, paradis","secours, monter, étages","grand, lourd, afrique","sommeil, coup, lune","mort, vengeance, trahison","vache, chevre, ferme","nombres, calculs, équations","cou, afrique, jaune","noisette, arbre, animal","grotte, vide, voix","vert, legume, magique","violet, fleur, nom","rat, expérience, petit","afrique, beau, respectable","soleil, orange, chaud","noir, jaune, mandarine","deuil, blanc, vide","rose, noir, feu","rat, brouillard, temps","mer, ciel, océan","tronc, chocolat, cheveux","bleu, noir, paradis","vetement, crayon, voiture","herbe, arbre, plante","fleure, rouge, pique","violet, lila, pieuvre","vert, bleu, eau","cerveau, argent, sociologie","rire, enfants, joie","honneur, grandeur, respect","bonheur, jaune, heureux","bonheur, joie, satisfaction","courage, force, respect","passion, rouge, coeur","soupirer, epreuve, relachement","peine, gentillesse, pitié","lila, pourpre, bonbon","joie, tristesse, bonheur","deuil, larmes, colère","remords, mauvaises actions, tristesse","remords, choix, actions","haine, gène, rouge","desespoir, regret, trahison","chataigne, brun, cheveux","colère, noir, cachette","mauvais, haine, écoeurant","haine, colère, méfiance","colère, noir, vengeance","haine, cris, rouge",étudiant,français,8 (Fluent),,Suisse,Suisse
34,2019-10-30 18:21:57,65,fr,,2019-10-30 18:07:41,2019-10-30 18:21:57,Female,20,Yes,"course, Migros, pâques","pue, jaune, montagne","gris, pluie, avion","eau, bouteille, lavabo","long, vernis, propre","chien, maison, ennuyant","chat, chou, attachant","équitation, herbe, concours","maison, femme de ménage, tâches","musique, pluie, froid","chiant, dépressif, gris","étoile, petite chose, propre à chacun","appartement, chambre, toilettes","génial, seul, tranquil","haut, chiant, malédiction","zoo, gris, gros","tomber dans les pommes, vertige, angoisse","mort, Agatha christie, meurtre","allergique, pue, nez","chiffres, calculatrice, calculs","zoo, jaune, grand","automne, arbre, montagne","vide, peur, angoisse","vert, petit, nourriture","fleur, parfum, fluo","petit, mignon, rat","puissant, rapide, prédateur","soleil, moche, couleur","mandarine, halloween, citrouille","trou, espace, planètes","amour, colère, haine","nuage, maussade, pluie","eau, mer, vacances","tronc, arbre, forêt","nuage, néant, propre","laine, cashmere, habits","herbe, jardin, pâturage","fleur, amour, tige","ocre, couleur, bizarre","eau, Mer, plage","fourbe, intéressé, informé","cool, amis, soirées","qualité, défaut, estime","heureux, incroyable, sentiment","satisfait, heureux, mitigé","fierté, star, idole","rose, rouge, incroyable","air, souffle, espoir","altruiste, gentil, attention","lila, fleur, lgbt","cool, cigarette, café","bleu, larmes, pleurer","regret, sentiment, horrible","jamais, papa, dicton","boule, ventre, angoisse","tristesse, larme, pleurer","meuble, bois, tronc","horrible, angoisse, stres","vert, écoeuré, vomi","dégout, moche, méchant","colère, rouge, énervé","rouge, veines, frustration",étudiante,français,8 (Fluent),,Suisse,Suisse
35,2019-10-30 18:29:32,65,fr,,2019-10-30 18:07:56,2019-10-30 18:29:32,Male,21,Yes,"Course, Migros, orange","Blanc, Tom and Jerry, kiri","Blanc, pluie, avion","Eau, argent, chimie","Couper, danger, pointu","Miauler, dormir, agile","Gentil, mignon, ami","Brun, beau, course","Animal, chat, chien","Boxe, Creed, course","Habitude, maison, travail","Force, paix, sport","Maison, long, parquet","Gandhi, blanc, amitié","Chemin, victoire, monter","Gris, puissance, manger","Choqué, son, KO","Mort, danger, tête de mort","Lapin, froid, hiver","Calculs, équations, physique","Cou, arbre, Lamarck","Rapide, arbre, new york","Son, montagne, pleine air","Vert, légumes, bon","Film, femme, jolie","Ordinateur, fromage, animal","Vitesse, force, puissance","Banane, Brésil, neymar","Mandarine, automne, jus","Ceinture, beau, mystère","Cœur, force, envie","Sombre, mauvais temps, nuage","Ciel, garçon, eau","Moi, couleur, armée","Feuille, fromage, Lorent Blanc","Belge, caramel, ours","Légumes, bio, terre","Fleur, riouge, séduction","Couleur, inconnu, rare","Turquie, kebab, couleur","Sport, envie, motivation","Joie, famille, amis","Victoire, récompense, travail","Bonheur, famille, amusement","Acceptation, gentillesse, compréhension","Maître, envie, motivation","Cœur, maman, vie","Tranquillité, couché, expiration","Gentillesse, compréhension, aide","Couleur, stylo, fruit","Sourire, amusement, heureux","Pluie, gris, nuage","Regret, volonté, caché","Dommage, culpabilité, mort","Caché, seul, moquerie","Tristesse, pluie, gris","Caca, nourriture, hiver","Rouge, immobile, noir","Énervé, vert, crispation","Relation, conflits, psychologie","Rouge, rage, dents","Rouge, grimace, crispation",Étudiant,Tamil,8 (Fluent),,Sri Lanka,Suisse
36,2019-10-30 18:34:55,65,fr,,2019-10-30 18:09:43,2019-10-30 18:34:55,Female,20,Yes,"légumes, vélo, printemps","jaune, trous, suisse","ciel, blanc, pluie","eau, chimie, coloré","ronger, vernis, main","souris, doux, calme","aboiement, poils, jeux","pré, galoper, force","esclave, servante, riches","imperméable, jaune, enfant","travail, déjeuner, métro","religieux, flèche, rond","long, effrayant, hôpital","colombe, blanc, plénitude","droit, bois, hauteur","grand, trompe, bienveillance","lunettes, enfant, lune","sang, fiole, sorcière","paysan, pré, été","calcul, chiffres, équation","cou, jaune, savane","noisettes, arbres, montagne","voix, vent, montagne","vert, magique, décevant","chanson, fleur, métro","chat, fromage, gris","rayures, orange, impressionant","soleil, chaleur, joie","fruit, automne, jus","peur, rue, nuit","sang, colère, amour","ciel, pluie, triste","ciel, mer, infini","ours, tronc, bois","ciel, paradis, nuage","clair, calme, doux","pomme, plantes, herbe","barbie, bonbon, sexisme","pieuvre, mystérieux, pirate","mystérieux, envoûtant, mer","loisir, théâtre, lecture","enfant, jouer, rire","égoïsme, enfant, principe","jaune, bonheur, amitié","rassasié, gros, fauteuil","parents, star, personnages","coeur, beauté, niais","fin, épaules, poids","lien, aider, apprécier","mariage, rose. bleu","manger, bain, lire","pleurer, lit, larmes","trahison, mensonge, tristesse","tristesse, passé, amitié","se cacher, déception, malaise","amitié, grandir, distance","automne, étranger, bois","mal au ventre, bruit, fuite","vomi, haine, incompréhension","méchanceté, cour décole, riche","rouge, cheval, sport","rouge, chaleur, frapper",Etudiante,Français,8 (Fluent),,Suisse,Suisse
37,2019-10-30 18:49:29,65,fr,,2019-10-30 18:22:00,2019-10-30 18:49:29,Female,20,Yes,"Pomme, pic-nic, nappe","Raclette, fondue, gruyère","Moelleux, avion, ciel","Eau, solide, goutte","Ronger , vernis, femme","Kya (nom du mien), maison, douceur","Chat, compagnie, maître","Équitation, écurie, meilleure ami","Animal, maison; maman","Pull, casquette, froid","Métro, boulot, dodo","Fleurs, psychologie, trèfle","Mort, Ecole, long","Guerre, amour, câlin","Scolaire, notes, en bois","Éléphanteau, gris, trompe","Tête, nuage, perdu","Rouge, aquarium, mer","Paille, cochon d’Inde, cheval","Ecole, difficile, statistique","Cou, jaune, savane","Noisette, automne, brun","Vide, montagne, silence","Vert, légumes, petit pois","Arbre, jardin, violet","Chat, gris, trou","Savane, rayure, orange","Poussin, orange, soleil","Fruit, couleur, jaune","Désir, sombre, blanc","Colère, amour, cerise","Souris, anthracite, pantalon","Océan, rouge, mer","Marrons, automne, noir","Nuage, neige, vin","Maman, doux, maison","Herbe, yeux, pomme","Rouge, amour, fille","Poulpe, fade, violet","Vacances, eau, bleu","Psychologie, loisir, plaisir","Balançoire , plaisir, jeux","Conflit, père, discussion","Sourire, enfant, jaune","Sourire, pas assez, satisfaisant","Couple, malsain, professeur","Frère, famille, petit ami","Poids, déstresser, heureux","Empathie, les autres, gentillesse","Rose, violette (fleur), bordeaux","Bonheur, nourriture, petit copain","Pleure, bleu, froid","Violet, tristesse, coupable","Tristesse, nostalgie, passé","Classe, présentation, violet","Gris, amitié, estime de soi","Yeux, fruit, brun","Noir, araignée, monstre","Vert, nourriture, répugnant","Tristesse, méchant, gens","Détester, ennemis, filles","Rouge, émotions, père",Étudiant en psychologie,Français,8 (Fluent),,Suisse,Suisse
40,2019-10-30 19:21:47,65,en,,2019-10-30 18:42:34,2019-10-30 19:21:47,Female,20,Yes,"ball, orange, shoes","bad taste, mouse, yellow","fluffy, airplane, sky","state, water, fluid","salon, hammer, polish","fluffy, angry, claws","tail, happiness, affection","riding, cowboys, brown","pet, cleaning, laundry","streets, sweatshirt, cold","day, security, organisation","language, stop, hieroglyphs","long, house, school","green, relief, home","fatiguing, steps, height","grey, Africa, memories","alcohol, drugs, spinning","potion, rat, deadly","farm, cows, farmer","red, rigor, preciseness","neck, africa, safari","nuts, tree, fluffy","voice, mountains, air","salad, food, tasty","flowers, nanny, color","computer, cheese, pet","orange, eye, Malaysia","sun, happiness, fun","mechanic, juice, winter","sadness, sleek, winter","bull, rose, anger","rat, shades, silver","whale, ocean, mom","hair, worms, soil","dove, peace, wedding","dog, november, home","plants, peace, nature","bubblegum, singer, clothes","flowers, shame, lilac","Maldives, turtles, water","relationship, fashion, pleasure","rollercoaster, laughter, joy","gay, manifestation, education","smile, laughter, yellow","smile, yellow, relief","dad, work, money","heart, home, sex","chest, sigh, happiness","motherly, charity, love","flower, shame, color","sex, caress, family","tears, chest pain, black","fear, hatred, murder","past, opportunities, sadness","belly ache, sadness, embarrassment","expectations, cheater, sadness","tree, soil, autumn","death, reaction, drowning","barf, nausea, smirk","trial, idiots, arrogants","arrogance, anger, disgust","red, headache, bad",student,italian,7,,Switzerland,Switzerland
41,2019-10-30 18:59:19,65,fr,,2019-10-30 18:46:27,2019-10-30 18:59:19,Female,25,Yes,marché,Gruyere,Blanc,vaisselle,Filles bizarre,chien,Amour,noir,Cheval,New york,Nouveau,@,université,Paris,Brun,Souvenir,Simple,Arsenic,Grange,école,long cou,Irlande,solitude,vert,Fleurs,Trou de souris,Marécage,soleil,fanta,jais,bordeaux,Nuage,ciel,Cheval,Neige,Belgique,Windows,petit prince,poulpe,Mer,Kayak,controle,Froideur,Ballons,Canapé,musique,tendresse,ouf,liens,lila,sex,profond,desolation,Josquin des Pres,rejet,regret,Marronier,Araigné,Gluant,Colere,incontrolable,Anna,Musicienne,Francaise,8 (Fluent),,France,Suisse
42,2019-10-30 19:02:28,65,fr,,2019-10-30 18:50:46,2019-10-30 19:02:28,Male,20,Yes,course paille nourriture,jaune paysan lait,ciel bleu mousse,eau mercure fluide,main doigt couper,chien animal compagnie,chat animal compagnie,cavalier selle moyen-âge,chien animal maison,pull pluie veste,ennui parcours fatigue,signification littérature force,long vide chemin,blanc doux trêve,monter graduer metal,gros lourd mémoire,confus tête étoile,dangereux mort venimeux,paysan ferme récolte,dur nombre parfait,long cou afrique,animal gland petit,lointain montagne escalade,vert rouge mexique,couleur rose douce,gris fromage piège,rayure jaune danger,soleil fanta étoile,fruit soleil mandarine,foncé nuit sombre,passion colère amour,froid terne prison,beau yeux mer,mentaux fatigue noël,pur vide néant,couleur absance marron,nature biologie feuille,fille petit couleur,violet rouge terne,mer bleu vert,économie finance argent,joie fun plaisir,sourire personnel mauvais,plaisir bonheur satisfaction,heureux joie satisfaction,grand beau prestigieux,coeur vie relation,repos sport détente,amour empathie aide,couleur pourpre rose,grand satisfaction détente,mélancolie soi pleure,sentiment douleur soi,souffrance tristesse mélancolie,douleur dépression souffrance,regret douleur pincement,brun triste noël,bleur effroi halloween,vert rejet distance,dégoût jugement négatif,rage violance perte,énervement haine coups,Etudiant,français,8 (Fluent),,suisse,Suisse
43,2019-10-30 19:28:58,65,fr,,2019-10-30 18:58:48,2019-10-30 19:28:58,Female,21,Yes,fruits,chèvre,ciel,eau,vernis,sournois,fidélité,liberté,chien,se cacher,tranquilité,image,effrayant,soulagement,évaluation,gris,maladroit,tranquilité,paille,difficulté,long cou,feuille dautomne,salle vide,compte,mariage,petit,rayures,soleil,jus,effrayant,rose,nuageux,océan,ours,neige,pâle,yeux,douceur,automne,mer paradisiaque,se soucier,rigoler,réussite,sourire,satisfaction,réussite,fidélité émotionnelle,souffler,générosité émotionnelle,habits,déguster,pleurer,erreur,perdu,faux-pas,amour,brun,angoisse,nourriture,haineux,méchanceté gratuite,rouge,étudiante,français,8 (Fluent),,USA,suisse
44,2019-10-30 21:09:49,65,fr,,2019-10-30 20:53:25,2019-10-30 21:09:49,Female,21,Yes,"fromage, pic-nique, pain","trou, jaune, lait","liberté, voler et blanc","solide, gazeux et boisson","vernis, long et beauté","souris, chien et solitaire","chat, oiseau et hamster","grand, à lécoute et sensible","artificiel, homme, animaux de compagnie","noir, sombre, replier","simple, quotidien, monotone","religieu, couleur, formes","droit, étroit et long","bonheur, guerre, espoir","monter, escalader et chantier","grand, trompe, gris","maladie, fatigue et santé","mort, douloureux, dangereux","jaune, allergie, champ","dur, compliqué, logique","jaune, long, majestueux","animal, sauvage, roux","cri, montagne, tunnel","vert, santé, nature","fleur, beauté, parfum","rat, hamster, raton-laveur","féroce, dent et roux","orange, rouge, vert","jaune, soleil, feu","sombre, tristesse, mort","colère, nervosité et noir","blanc, jaune et rouge","vert, turquoise, mer","rouge, orange et jaune","gris, noir, brun","chameau, cigarette, couleur","nature, arbre, tranquilité","amour, pâle et fleur","couleur, rose, féminité","mer, ciel et bleu","art, musique, photographie","rire, drôle et blague","orgueil, hautain, mauvais","bonheur, soleil, été","joyeux, heureux et bonheur","beauté, physique, modèle","heureux, complicité, tendresse","souffler, respirer et heureux","tristesse, empathie et entreaide","beau, couleur, bleu","amour, sexualité, sortie","humeur, problème, résolution","détresse, accident, triste","redoublement, choix, changer","peur, amitié et problème","amitié, amour et dommage","brun, beige et yeux","effrayé, triste et angoisse","vert, vomi et maladie","douleur, méchanceté et orgueilleux","colère, tristesse, furieux","humeur, mauvais et rouge",étudiante,français,8 (Fluent),,Suisse,Suisse
45,2019-10-30 21:18:01,65,fr,,2019-10-30 20:59:08,2019-10-30 21:18:01,Female,20,Yes,"carotte, fruit, marché","lait, bouton, blanc","ciel, gris, blanc","vaisselle, eau, rivière","vernis, corne, pied","grace, sauter, dormir","chat, animal, joie","brun, champs, foin","animal, bonne, nettoyer","sac, triste, pluie","café, ennui, jour","étoile, diese, bleu","gris, flippant, long","bleu, paradis,calme","mathématiques, brun, mur","rhinoceros, savane, joli","alcool, pression, vert","mort, histoire, roi","cheval, jaune, ferme","dur, vert, calcul","elephant, rhinoceros, jaune","noisette, arbre, canada","montagne, grotte, crier","vert, potager, famille","fleur, bracelet, petite fille","ordinateur, fromage, table","peur, orange, féroce","pipi, joie, marguerite","beau, soleil, soir","nuit, mort, stylo","bordeaux, couleur, rage","triste, pluie, souris","ciel, triste, beau","arbre, tronc, dégout","neige, boule de neige, toile","terne, hamster, echarpe","jaune, porte, dégout","fleur, pique, amour","couleur, violet, rose","mer, bateau, ciel","lunettes, tableau, école","parc, soleil, beau temps","rouge, homme, grand","jaune, soleil, sourire","vert, rue, discussion","proche, hiérarchie, beau","rouge, beau, histoire","examen, credit, santé","triste, ami, mort","fleur, tulipe, broche","café, ami, rire","rupture, pleur, pluie","bleu, copain, discussion","peur, perte, ami","rouge, violet, conversation","ami, bleu, proche","brun, marron chaud, hiver","bleu, recul, phobique","vert, brun, vomi","rouge, colère, recul","rouge, colère, bordeaux","rouge, rage, tableau",étudiant,espagnol,8 (Fluent),,Espagne,Suisse
